CSC,PJW,Preiss,UnsignedCSC
116,22932,842,1834
111,31568,27160,23718
116,3885,27639,32302
102,31415,26593,24513
102,34736,1394,18618
101,8334,30740,26356
116,8445,30725,26379
104,5133,25686,2829
111,5124,25743,2854
116,5425,27639,21721
115,8540,30086,26058
116,7225,842,8569
102,6983,14239,3913
116,17174,20201,20565
100,17126,20441,20197
34576,2416,17909,34576
117,2241,6780,19876
116,10864,15767,32120
2313,3942,28479,2313
101,3480,16852,9207
115,3494,16866,9229
104,31956,34314,15871
34579,2419,17912,34579
102,11595,32499,11431
122,11583,32479,11459
102,18651,18880,15815
116,29717,21684,22820
100,13630,7410,12665
104,11307,17481,16627
2409,3990,28543,2409
34581,2421,17914,34581
2217,4022,28671,2217
27428,5208,17188,27428
100,33342,12995,11758
117,33293,13010,11775
104,13238,26631,22432
27108,5432,18084,27108
117,34372,6188,2073
104,924,4773,8213
111,5043,21204,6175
116,20931,23896,11258
102,7962,21771,6406
116,13887,20632,32156
22861,8861,32398,22861
97,16260,29696,16703
22805,8853,32310,22805
101,19325,10701,3058
116,33389,1991,26652
122,8640,1086,4346
587,7927,9739,587
117,7203,24008,23524
118,7154,23943,23557
475,8023,9947,475
22823,8871,32328,22823
106,23150,15101,30893
979,10322,4536,979
22745,8889,32442,22745
31311,3023,21364,31311
31280,3040,21557,31280
31453,3053,21666,31453
31521,3153,22054,31521
116,17038,20632,658
31523,3155,22056,31523
102,27983,5624,10170
31490,3170,21991,31490
116,16622,15472,17676
31808,3264,22373,31808
3792,3309,33954,3792
117,595,27737,5414
100,16146,29683,23672
109,10642,12349,751
122,23274,3913,1713
116,2097,34542,30899
102,5843,32956,31617
101,304,10510,12148
116,287,10525,12131
104,26573,32042,20174
116,19357,7056,16188
100,26349,32720,17994
12939,18680,7211,12939
22983,8919,32648,22983
127,11969,20091,11314
22883,8963,32708,22883
7617,4238,14950,7617
29233,33094,13248,29233
7745,4302,15206,7745
102,16736,30582,2698
111,33515,27160,33349
116,18235,27639,14084
111,11252,25743,6458
116,8964,27639,8192
100,8072,7448,8552
118,8022,7462,8570
116,26686,15133,28827
104,26866,31249,24327
102,16582,15289,25113
101,7577,27547,1603
122,21437,8768,19793
116,7656,27532,1622
104,22347,27103,15639
111,22370,27160,15678
116,4338,27639,6772
102,27337,26593,15381
122,31462,11842,973
116,13928,28970,32161
115,8007,26893,1941
116,27927,2259,9099
25137,34118,29632,25137
105,6965,5969,17802
102,23272,5335,9259
23107,8979,32900,23107
115,1611,28902,3532
7938,4463,15847,7938
110,23299,33674,29101
117,23306,33681,29124
100,6703,25673,20867
122,6852,3913,9968
23073,8993,32834,23073
110,32556,20820,26328
15030,5351,8956,15030
99,674,8583,32969
15022,5359,8964,15022
117,1072,9877,32347
107,2666,23934,1591
115,24353,3262,2142
111,34006,1654,20807
116,24674,1981,2527
22762,10665,31909,22762
3149,1661,6189,3149
23255,3594,15588,23255
107,11282,24580,27992
102,32290,14167,32097
101,12396,2122,12916
116,12475,2137,12897
104,21456,6309,29982
111,21447,6252,29943
116,9444,16317,23345
116,22272,34655,13120
23452,3759,16233,23452
100,8380,26368,17630
117,8331,26383,17647
104,31794,8573,1362
118,9098,25085,6974
105,9007,6383,34315
116,21322,1367,18434
110,9012,6388,34320
116,9073,13936,12584
127,11745,31159,999
23726,3857,16795,23726
1302,26983,26698,1302
122,16008,29262,20074
117,18198,6188,2594
1288,26997,26712,1288
117,33755,30581,11255
1287,26998,26713,1287
97,34575,11868,7267
122,24672,19373,22645
1100,27153,27348,1100
117,1294,1627,5239
115,26218,17611,23006
116,4361,15666,31663
22107,3790,27624,22107
102,4862,14545,5679
116,332,19319,5368
122,13872,10346,32122
116,29468,33880,19002
116,17034,27208,12665
122,9344,30685,23197
116,10986,20362,25271
122,15748,23066,26003
111,11181,5569,17324
116,14652,27639,16730
116,14796,27959,15930
122,7143,23066,2520
102,21505,5592,29124
117,10030,16057,31951
122,31455,11023,7268
22382,3889,28187,22382
9481,27495,24377,9481
9467,27509,24391,9467
9466,27510,24392,9466
97,7938,2640,25192
109,13501,19175,25065
102,24057,1886,34204
116,31106,8894,10244
122,13082,29742,21101
102,14374,29997,12355
1989,30027,19120,1989
101,26597,7345,26745
116,26612,7330,26768
19661,5015,8142,19661
102,6660,1147,22962
101,11895,32749,31717
104,17462,27103,29792
21538,8994,27715,21538
102,29575,2372,6014
27437,4688,32410,27437
100,2401,15965,5839
104,5788,10200,7169
117,6058,16550,28831
116,31572,15767,13797
21787,5465,16160,21787
116,15031,6204,14012
127,3942,29362,2250
98,16524,12057,28652
103,20094,31828,11206
111,11115,33075,8599
98,13610,3646,6182
116,13596,3628,6196
116,10864,33080,8628
110,15686,5375,15162
99,1924,5248,9028
102,20083,32591,32601
122,20103,32611,32613
21656,9048,27961,21656
31342,5553,13326,31342
1057,19530,14568,1057
31256,5611,13400,31256
31544,5723,13976,31544
31644,5807,14172,31644
31874,5829,14370,31874
21795,9123,28228,21795
103,10843,25599,2690
100,2404,28863,14732
110,5550,30153,15102
111,20064,5569,24840
127,2198,33221,25395
6702,9242,15052,6702
117,28307,15622,10294
21727,9151,28352,21727
33584,7251,3715,33584
116,31847,21840,21200
30224,12565,6653,30224
122,26935,34113,25878
116,13914,33738,23300
117,15417,23612,21061
116,21858,15322,29536
122,20165,21649,19971
102,25500,12824,10987
101,26462,22902,27500
116,26349,22887,27477
104,24191,32042,1441
24744,13549,11717,24744
101,24586,11799,27264
115,24600,11785,27286
116,12077,8908,28408
104,12897,25024,17036
117,27497,11284,30310
33883,7374,4046,33883
31158,26688,12961,31158
20613,13598,1445,20613
117,28217,15499,2669
101,10742,269,30472
116,17414,13472,33794
102,24889,13966,22628
116,19279,19802,14436
111,21909,8853,33230
116,21877,17495,12024
116,25573,5501,33253
122,24032,23066,25868
122,11217,16249,10768
115,34196,13957,32179
116,29003,25022,1943
5985,7473,15873,5985
111,16750,25743,3347
101,20531,12805,19765
115,20417,12819,19775
116,24593,27516,28574
116,20418,12820,19774
127,19778,31223,28428
104,21323,23627,25671
102,27658,5335,26161
116,1037,1189,23888
6005,7493,15893,6005
99,449,29422,9609
116,10005,587,27182
21959,9175,28552,21959
102,14440,9069,5953
101,23647,13351,9057
116,23534,13366,9066
104,5643,4892,18118
110,11551,18007,30466
18067,33044,30552,18067
17917,848,22729,17917
117,33255,19472,20820
9089,8865,28481,9089
16909,2624,8364,16909
122,14495,18033,15131
117,20386,4771,25055
116,17017,17184,988
16895,2638,8378,16895
117,27130,6562,23073
16894,2639,8379,16894
97,27950,22678,19085
122,27052,17956,10271
22176,9312,28993,22176
3150,1662,6190,3150
117,25812,4505,23006
116,32694,8161,13740
110,22498,3387,23077
116,25926,30479,5021
122,19211,3913,31240
98,3224,24540,16383
116,18351,15404,16830
100,16965,8402,22000
98,22179,23462,28719
107,32153,14313,6114
116,29919,13823,9332
20384,9184,4916,20384
15053,19440,8569,15053
109,9183,3532,5935
116,24249,1965,8864
116,30137,27565,7328
122,3072,8929,6393
102,33244,13974,27388
116,10937,16288,12960
127,17144,10497,33861
116,10448,1723,11312
116,10768,1979,10928
116,20019,3603,19130
116,9664,2811,10832
100,9728,14251,18112
109,10998,12349,16683
122,19884,3913,13951
116,7561,4787,22361
122,5601,26696,26138
102,2459,17344,26888
99,20180,3042,18825
101,12225,3743,20551
115,12239,3757,20529
116,23275,24279,23410
116,12240,3758,20528
104,24095,5566,34814
98,24909,18008,17472
100,17005,1996,16571
122,13648,3913,9395
116,29903,28919,24248
100,29080,21860,31993
109,19392,34618,22051
117,18452,23911,5299
116,19421,2560,6322
127,3835,19069,15218
116,34070,29175,30311
116,34390,28919,29927
100,34310,16647,22775
98,8085,4810,26568
100,3658,24542,32569
109,24383,30875,3710
122,23560,3913,14472
127,15243,2701,15200
115,21785,34133,12036
116,1866,18782,12607
109,32960,3210,1800
122,21584,33806,11693
15016,26619,28878,15016
102,33762,33599,17818
116,12241,24516,4864
101,27946,28837,33008
104,31828,32116,9852
102,1317,32498,9018
110,24295,5314,22263
117,27707,34101,32603
116,15312,301,1332
127,27649,33839,32485
116,29052,23999,1984
122,30532,12440,13450
116,14876,8192,2240
122,5102,5842,18285
31114,26692,13141,31114
34402,29996,28913,34402
30446,30944,10200,30446
103,18178,22678,3588
109,13918,14274,14876
102,7313,30548,11918
116,13989,14011,14727
100,24543,33420,3764
24391,1149,7789,24391
24389,1151,7791,24389
115,14977,26153,7420
116,32254,18403,2369
122,15320,25186,7123
99,4908,72,16660
98,24712,23462,27908
100,24970,923,28934
122,18452,3913,19545
116,2484,32282,15390
102,9302,33868,15636
101,30413,10510,6131
116,30492,10525,6152
104,3251,32042,9959
20523,9259,5183,20523
27234,9160,25271,27234
101,32640,32754,4610
28283,7359,12041,28283
27240,9166,25277,27240
100,34241,8433,2689
104,27622,34158,18305
28219,7455,12425,28219
122,29287,13963,12001
27515,9265,25840,27515
19370,9024,13485,19370
19356,9038,13499,19356
117,25043,8316,32167
19355,9039,13500,19355
111,32897,6406,21186
110,7853,31047,28595
116,5385,28367,32442
97,25863,27029,28179
98,342,6688,14710
98,19286,6116,4392
22157,9901,18154,22157
118,15477,22163,32546
117,6667,24399,34144
127,15660,21580,32267
27599,9381,26244,27599
27562,9392,26175,27562
110,18333,27888,15316
112,28107,2936,7696
101,32282,11095,21074
118,28597,18427,3030
122,18539,18994,23616
116,24460,12383,3402
122,23148,10346,16097
99,17617,12926,5945
32880,17416,10994,32880
117,19711,29320,12030
99,19825,28822,11756
101,6545,2122,2956
122,368,21776,29385
122,28423,24644,17026
116,22061,11363,28962
116,6560,2137,2933
104,29365,6309,29256
111,29356,6252,29233
116,17034,27639,28164
115,6975,2776,2614
116,340,31153,28092
107,21929,31067,3796
101,7044,34110,23345
122,23080,15594,13424
33572,9834,34105,33572
101,31039,1192,31617
34569,18143,20153,34569
33691,9889,34352,33691
100,26393,11496,26726
100,30620,29500,6977
122,9331,11445,24703
31611,10289,7395,31611
27599,25423,17206,27599
1493,10888,27050,1493
16099,178,21410,16099
1633,10964,27318,1633
111,20186,4835,31951
100,6923,7457,28753
117,6874,7442,28770
104,8482,30016,20153
102,4238,21514,8180
101,12159,26589,22057
116,12142,26604,22078
104,7279,4892,14726
111,7302,4835,14767
116,14159,28231,16001
122,30885,546,15989
102,21398,30412,7422
101,22119,18644,21203
116,22038,18629,21212
104,32698,4892,13255
111,32689,4835,13280
116,20212,27639,28584
102,26502,23358,21035
101,34125,19965,4042
117,19118,4771,251
116,10633,17184,17659
115,34043,19951,4052
116,15480,8719,17923
116,34044,19950,4051
104,15820,24835,21367
1826,11125,27959,1826
102,24544,4775,3571
116,2716,10311,2467
100,13310,2288,7314
118,13260,2274,7332
116,6007,28777,5121
104,6187,12661,9621
122,3759,14039,1088
5507,3970,9800,5507
30871,5115,32833,30871
122,25269,7041,31661
117,31869,24784,17400
2133,11208,28330,2133
101,278,13008,5105
104,33580,3507,4682
117,1804,3624,19050
116,22091,15767,7694
30448,5298,33672,30448
2134,11209,28331,2134
102,211,5185,6732
101,7663,23254,24472
116,7550,23239,24449
104,18713,6309,23524
115,7965,22600,24130
116,24549,31153,16496
622,11185,23267,622
9206,4930,22973,9206
99,30095,12084,16490
101,31549,29838,25613
116,31564,29823,25590
5909,6355,1137,5909
101,28859,26771,28500
104,3270,25024,21913
117,16880,33246,19683
116,3951,33034,18950
116,9839,23805,20486
122,23382,21649,7196
127,29814,21828,4628
1926,7282,17056,1926
1924,7284,17058,1924
20706,9410,5814,20706
122,21750,22510,25642
116,23200,32833,27728
122,5577,23066,21287
98,23592,12406,2918
118,25266,29452,14240
4139,26177,26652,4139
102,21702,30582,8087
101,19281,33492,25776
115,19295,33478,25754
116,23315,15445,21482
104,24167,34158,10070
117,20635,2420,32829
31130,26708,13157,31130
110,17451,1970,17493
116,11870,30479,16989
117,17394,1963,17502
100,24296,7739,31849
122,1891,3913,3134
116,10990,29903,16765
102,17811,1402,17773
101,17647,28971,8048
116,17630,28956,8029
104,25429,34782,18677
100,12537,1354,30513
98,12576,13836,6058
21049,9481,6253,21049
115,10643,13957,17335
116,24199,25022,27617
117,17378,28671,17304
116,11959,20060,17370
102,19318,20721,19896
102,17961,15563,13520
116,1875,23191,10445
103,14537,5401,5808
102,26681,20424,19146
116,26439,20438,19124
115,6169,31196,7617
27787,26428,28422,27787
117,24523,28584,23263
27782,26433,28427,27782
116,6529,1965,2561
122,20889,15746,17609
102,18889,26910,18190
109,25227,3532,14925
122,21307,3913,20976
117,2336,2862,6352
116,29122,6303,34051
122,21355,15746,10601
100,24451,13652,27934
122,21795,3913,282
21053,9485,6257,21053
109,5877,30294,31827
100,33581,11445,17705
116,28917,34566,4538
116,15725,13542,11348
122,30767,33760,22997
11980,12543,17300,11980
102,22062,5358,34164
101,18711,19970,174
116,18694,19985,157
104,6271,4892,24252
111,6294,4835,24277
116,15840,27639,14555
122,12241,29742,18982
111,21739,4835,12076
102,18430,26993,23187
28997,26658,24204,28997
110,6500,948,16669
102,3342,1788,10131
116,11774,17984,14406
117,28812,2440,18213
117,32175,32514,13646
106,29062,4421,23495
116,15292,13628,10340
109,19534,33751,32556
109,9528,15658,2407
122,6581,25324,30713
111,15035,24732,32374
122,10661,10497,32806
122,23798,20311,18896
109,8113,19938,11864
102,18433,11882,20740
116,9427,2249,23208
111,19680,3503,4608
116,4496,25848,30017
102,11022,33593,18381
101,14735,23713,24313
99,31869,32104,8640
116,25119,18067,32987
116,33500,27208,3440
122,17154,31552,26561
111,30891,4152,10440
102,26703,16004,30583
115,24540,25476,7904
100,22652,18044,11379
98,28381,24984,20071
110,29689,6155,10201
122,19671,25464,28562
109,31554,32582,29008
102,33961,4454,18765
100,19176,9465,21399
122,17323,6809,6498
116,23975,23480,3971
109,28322,12349,431
101,31294,22279,12730
111,16531,8143,2126
116,33556,2858,26801
117,7871,10356,1849
23686,27457,9982,23686
101,33500,20686,1494
21063,9495,6267,21063
21031,9511,6203,21031
9941,13064,25501,9941
24395,165,26761,24395
116,16636,33827,2883
127,12313,18133,6100
117,14819,12072,34807
122,731,23066,23437
31135,26713,13162,31135
127,16652,24711,20454
33768,12249,14437,33768
99,27147,32911,12070
32730,14007,134,32730
102,21930,32944,24531
104,26369,21392,20864
99,19310,32182,32763
24870,15867,31962,24870
102,13809,29729,5268
8311,16301,26426,8311
12621,15777,2413,12621
13180,16032,3516,13180
101,12580,28855,11396
117,31159,8197,17755
116,13759,15767,25678
100,7733,923,11123
19468,13150,20311,19468
31307,26725,13270,31307
26648,9752,13356,26648
100,26444,7323,25784
122,1122,26696,6133
102,27652,32982,14837
26663,9767,13371,26663
26668,9772,13376,26668
103,21336,19756,24088
101,21338,19758,24086
22156,17664,4831,22156
16634,4107,27383,16634
101,7744,20441,12939
110,7115,32314,32446
116,28976,2269,21701
102,17294,12468,23655
116,30410,3764,13267
22439,6385,12005,22439
24980,6612,18968,24980
18907,7149,27281,18907
21231,18003,1186,21231
21328,18084,1379,21328
127,20280,5411,20188
22623,22154,21267,22623
102,14281,33338,17545
100,14790,14268,23798
98,7164,26580,21698
109,3229,32553,32565
24885,32269,6331,24885
117,13492,20410,57
13323,33671,760,13323
111,14774,27457,32916
100,31619,33398,12029
122,11713,3913,28407
98,30403,18793,2746
116,10192,1965,23016
117,14577,2862,22575
116,9116,6303,21246
102,14738,3423,22878
101,11677,5371,11495
116,11628,5356,11486
104,21744,33365,9732
127,1677,15746,16658
102,22721,785,23859
99,31817,32064,7075
116,24287,18269,10077
100,18279,3357,32090
102,2707,29566,5588
116,29459,33157,30925
122,7350,419,21925
116,21305,14641,31511
116,21497,14897,31895
98,31426,8345,4144
111,18282,8343,26418
116,32150,7014,14284
6236,119,2532,6236
101,34577,17253,16387
104,8426,3507,30926
122,1136,12622,25135
102,3109,816,25640
116,27620,285,541
108,23008,10369,28378
101,29429,5013,72
117,22948,21497,30029
122,15623,20972,18548
111,5942,5569,33443
116,28491,27639,11140
2556,967,18084,2556
101,7862,16004,9599
115,7876,16018,9609
116,32911,17610,11048
104,33763,33726,22684
122,18936,12622,23751
117,330,6492,16874
2550,973,18090,2550
102,28994,9372,2674
116,23766,23101,31173
101,10422,5751,7551
115,10436,5765,7561
116,4213,23169,15170
104,5065,4456,26806
117,490,6876,16810
99,492,6798,16824
101,10678,1655,8575
117,11231,4771,85
116,10693,1670,8584
104,9161,20944,24745
117,25279,5581,1162
116,6203,1699,1428
102,21360,5950,1849
2212,1167,19036,2212
102,18969,11683,27186
116,9666,20181,33193
101,24233,14548,5633
115,24247,14562,5643
116,16215,28913,23452
116,12751,29153,12609
116,5519,8938,14214
104,17067,10200,259
121,24573,14824,6021
116,11445,4603,17729
117,3530,32591,5866
111,33165,20025,10068
116,27828,2932,7916
102,16525,33484,23650
116,31883,20778,7519
115,2685,10524,21856
104,27166,32042,24406
100,29131,32678,353
101,25516,8385,1568
104,718,28048,25927
116,16140,21155,3883
102,15342,21973,4609
30509,19761,3091,30509
108,18552,25070,34666
28034,2830,20382,28034
102,23857,17450,10533
116,9879,10311,11398
122,10387,12522,27129
102,3828,32591,28293
117,8278,28368,1148
116,4450,12611,24475
111,25496,25743,23025
116,4204,27639,8507
102,29183,25176,23302
122,12197,11842,11794
115,11467,1909,12013
116,27597,842,29596
100,30923,29593,27502
118,30873,29607,27520
116,9183,33585,2630
117,30874,29608,27519
102,14337,13129,25001
30529,19781,3111,30529
104,5241,29696,31114
116,8478,13825,21111
101,32356,26771,12070
102,32357,26770,12069
116,6563,7948,3440
115,32338,26757,12080
116,6355,8908,3024
104,5671,25024,15460
102,9381,25534,15206
117,18516,8197,28250
116,17739,15767,32325
116,33982,33578,6388
111,33508,13647,3480
101,1164,30548,10288
104,12488,29827,21370
117,2788,14266,19988
116,12600,16228,385
116,24947,5773,34421
109,18640,16557,6887
116,30926,9651,858
102,24415,15136,9485
101,18824,16309,7007
115,18806,16295,7017
116,33646,26419,31399
116,18807,16294,7016
104,32962,7706,8998
122,22932,17956,27175
102,21502,26747,15142
122,21522,26727,15138
102,33252,28227,34191
101,12403,23254,33349
116,12418,23239,33336
104,3541,6309,21969
111,3532,6252,22008
116,1070,27639,33651
102,7507,6819,22735
122,32819,11842,4269
101,15274,26398,6321
101,19333,14548,32495
102,7775,19885,19384
111,18143,4773,7234
116,14733,9516,22406
102,22118,5340,6503
122,31707,18736,3700
116,34712,20632,711
102,29337,24190,27630
101,19421,20815,34327
116,19436,20800,34314
113,11425,14013,20378
99,20959,1220,31303
101,24689,27782,19126
116,24704,27797,19135
104,24363,25706,14087
105,6728,29147,2935
122,9874,12522,4088
102,26533,2280,28538
101,32233,22486,19075
115,32215,22472,19065
116,22286,28009,10669
116,32216,22471,19066
104,21986,9296,6689
102,32596,12260,3103
111,21003,27160,22836
102,13024,24801,26802
101,19082,24671,19582
122,18560,24644,1474
116,30541,11363,26517
116,19033,24656,19559
104,17582,6309,23977
111,17573,6252,23936
116,2651,27639,13961
115,19128,24017,19752
116,19162,31153,30485
109,13356,18744,18248
